claim_id,claim_amount,claim_date,claim_type,claim_description,policy_premium,policy_tenure_days,coverage_limit,deductible,policy_start_date,customer_id,age,occupation,location,num_prior_claims,days_to_report,report_date,documentation_quality,witness_available,police_report_filed,phone_number,repair_shop,shared_address,shared_phone,suspicious_repair_shop,linked_claims,is_fraud,claim_to_premium_ratio,claim_to_coverage_ratio,early_claim,high_claim_history
369dee21-84e2-4017-a53e-066362964968,11219.92,2024-11-13,Property Damage,Shopping cart damage,3974.03,3006,50000,500,2017-04-05,e160179e-85ac-454a-aff8-0d439da9c8f6,29,Teacher,"2946 Ryan Mission Suite 272
New Gregory, TX 35082",1,3,2024-11-16,6,True,True,2853067209,Shop_5,False,False,False,0,False,2.823310342398019,0.2243984,0,0
c5991a45-a3a8-48d7-86a5-6845deef7995,19967.14,2025-02-18,Collision,Rear-ended at traffic light,2062.01,2609,100000,1000,2018-05-07,1f884ed9-cefa-4f95-9227-557d9a8b8524,42,Lawyer,"609 Peter Ridge
Denniston, CA 41294",3,1,2025-02-19,8,True,True,001-941-784-3368,Shop_3,False,False,False,0,False,9.683338102143054,0.1996714,0,1
e3cff9a7-cca4-43bf-9962-163def78b47b,19920.19,2023-12-29,Collision,Rear-ended at traffic light,2420.12,1522,250000,500,2021-04-28,f7762c33-9ad7-4c68-b1c6-b3be0d7d1446,75,Salesperson,"9631 Robert Harbor Apt. 962
Lake Catherinefort, MS 34942",0,0,2023-12-29,8,False,True,327.627.5142,Shop_13,False,False,False,0,False,8.231075318579244,0.07968075999999999,0,0
f64ab6ec-30a5-448e-afe9-b3d0363908bf,45758.36,2025-03-05,Natural Disaster,Flood damage,2865.63,123,50000,1000,2025-02-25,03ece8ff-e8b3-4763-b4ff-3f3a4d9dbaeb,29,Accountant,"46990 Jacob Trace
South Jason, PW 44143",8,19,2025-03-24,2,False,False,001-717-639-3638x5467,Shop_3,False,False,False,2,True,15.96799307656606,0.9151672,0,1
6169c7c8-149a-44a7-9754-66dfa41a3a35,35615.04,2020-11-08,Theft,Catalytic converter theft,4878.32,2374,500000,500,2018-12-28,8d989790-8b10-40be-9b0e-3aa316e5b6a6,46,Retail Worker,"85794 Cameron Wall Suite 415
South Willieshire, OH 45056",0,2,2020-11-10,9,True,True,+1-878-973-4808x51496,Shop_9,False,False,False,0,False,7.300677282343102,0.07123008,0,0
862138ad-0f09-405c-b50d-7a37a44d9fec,43734.98,2017-06-13,Bodily Injury,Whiplash from collision,2327.42,2985,25000,2500,2017-04-26,fd85d7fa-8ac9-4b01-a3ad-64d4eab9eb02,48,Construction Worker,"69378 Scott View Suite 772
Garyside, NM 24624",7,1,2017-06-14,3,True,False,809-332-4808,Shop_2,False,True,True,5,True,18.791185089068584,1.7493992,0,1
1676d241-ade3-4451-bd84-da0459b52a0e,10295.6,2021-01-15,Theft,Carjacking,1738.51,2445,500000,1000,2018-10-18,f87b192d-8a28-43e7-a3a2-4a7df2f26944,34,Salesperson,"359 Sean Views
Richardhaven, OH 46042",0,7,2021-01-22,6,True,True,001-493-555-6429x2778,Shop_7,False,False,False,0,False,5.922082703004297,0.0205912,0,0
b5994a58-5bac-41ee-af98-6757a6906a4e,5074.57,2021-07-10,Property Damage,Vandalism to vehicle,4393.89,1853,500000,500,2020-06-01,6be4c10c-9386-4eea-b8e2-192ab1eb0f1f,34,Unemployed,"242 Diana Cliffs
Bradleyport, UT 39864",1,1,2021-07-11,9,False,False,403.758.8952x251,Shop_17,False,False,False,0,False,1.1549151207699782,0.01014914,0,0
69c94fc0-0317-4354-b151-64082c7ca24c,20931.01,2018-07-14,Property Damage,Shopping cart damage,4723.73,2691,250000,2500,2018-02-14,26603c5c-c9c2-461b-ab89-2151012263d7,60,Lawyer,"198 Sanchez Springs
Port Alexandriastad, IN 51397",0,0,2018-07-14,9,False,True,856.673.5775,Shop_14,False,False,False,0,False,4.431034373260115,0.08372404,0,0
a75cf21d-d926-45af-b235-7ab8624d1294,12314.69,2024-08-15,Fire,Engine fire,4523.18,1065,100000,500,2022-07-29,b46c0adc-a93f-4b80-a158-da4fabc0ea11,40,Unemployed,"671 Nelson Club Suite 327
Johnmouth, MO 95663",1,3,2024-08-18,8,False,True,500-718-4766x995,Shop_17,False,False,False,0,False,2.722573499175359,0.1231469,0,0
83b4e4b4-5794-4a79-a3f8-8146f9b86035,21962.06,2023-05-10,Natural Disaster,Flood damage,3094.19,1324,50000,500,2021-11-12,a256c145-3632-43fa-ac49-70c3aa64dbf0,20,Self-employed,"571 Carolyn Forge Apt. 853
North Bradleyton, MH 08364",2,2,2023-05-12,10,False,True,001-667-975-4658x6172,Shop_3,False,False,False,1,False,7.097838206444982,0.43924120000000005,0,0
2d35641a-a6f5-4bec-bf5e-8fc148d01517,13659.83,2023-01-26,Bodily Injury,Concussion,3613.22,3340,100000,1000,2016-05-06,3c4e382a-26cd-4001-a1a9-9805cfed7556,44,Salesperson,"3330 Jeffrey Avenue
Stephenfurt, TN 53588",0,2,2023-01-28,8,True,True,(330)412-8194x001,Shop_6,False,False,False,0,False,3.7805143334754043,0.1365983,0,0
d949a18f-055a-4784-8d92-d75689eefb4e,14911.36,2023-10-27,Collision,Hit parked car,2313.25,707,500000,500,2023-07-22,3c5cee6f-e9ad-43b3-bdfa-f5b0c36f842d,75,Lawyer,"46481 Chandler Glens Apt. 563
Zimmermanshire, NH 98852",0,0,2023-10-27,9,True,True,(328)250-9656x865,Shop_16,False,False,False,0,False,6.446065059980547,0.02982272,0,0
dc1b59f6-c302-4082-995c-28d796a29813,8417.52,2024-09-25,Property Damage,Tree fell on car,2008.53,1023,500000,1000,2022-09-09,07470b82-6709-4fda-a491-1ebf0dd0880d,25,Engineer,"7617 Smith Glens Suite 865
West Crystal, PR 51126",1,0,2024-09-25,9,True,False,904.282.1334,Shop_5,False,False,False,0,False,4.190885871756957,0.016835040000000003,0,0
4cdd48a7-d98b-4422-99a1-cdc1a4a8c8d4,3536.55,2025-01-21,Natural Disaster,Earthquake damage,1100.84,252,250000,5000,2024-10-19,27c34831-0725-405b-b857-2bbe07b28ec5,36,Retail Worker,"5484 Victor Inlet Suite 645
Deborahborough, MH 96123",0,0,2025-01-21,10,False,True,466.559.4538,Shop_8,False,False,False,0,False,3.21259220231823,0.014146200000000001,0,0
03d7f962-f804-43ee-83b8-d17968994c84,946.03,2024-03-19,Theft,Break-in theft,1307.18,1888,50000,1000,2020-04-27,08403234-39ed-4800-b179-79f929ede760,49,Teacher,"1728 Joseph Landing
Port Paul, NJ 18525",5,36,2024-04-24,2,True,False,563-833-1279x757,Shop_12,False,False,False,1,True,0.7237182331431019,0.0189206,0,1
4f7f963e-d3c5-44a3-8c0b-200d3edec38e,20846.62,2020-10-29,Natural Disaster,Tornado damage,616.59,1732,25000,5000,2020-09-30,07179ef3-3121-4863-a663-ed111d122ccf,25,Office Manager,"386 Shane Harbors
Port Lindachester, MA 36922",4,50,2020-12-18,9,True,False,678.466.0324x204,Shop_5,True,False,True,2,True,33.809533077085256,0.8338648,0,1
70869a45-4a8a-4b17-b09a-083a0c9ea060,4303.48,2023-03-07,Natural Disaster,Tornado damage,576.53,847,50000,5000,2023-03-04,f66c7331-a172-4ee3-83e1-847c8420e0d8,57,Unemployed,"177 Natalie Gardens
Terrellton, OH 51278",1,1,2023-03-08,2,False,False,(344)372-6490x8277,Shop_3,False,False,True,1,True,7.464451112691447,0.0860696,0,0
a16f8ffb-5795-47b2-98cb-3b46fb9bdd30,5778.12,2016-08-27,Collision,Hit parked car,4165.62,3424,500000,2500,2016-02-12,25b37a22-e8b6-42ce-b176-781584356998,56,Engineer,"03955 Ashley Grove Apt. 713
Christopherfurt, UT 06775",1,0,2016-08-27,8,True,True,513.338.1234,Shop_17,False,False,False,1,False,1.3870972388263931,0.01155624,0,0
40814ab3-a668-4c90-a937-35d0b0f259a2,6049.3,2024-05-22,Bodily Injury,Concussion,4658.78,2300,100000,250,2019-03-12,554477ec-0484-466b-b7f6-bd34aaeb8e12,61,Self-employed,"4408 Davis Stravenue
Rothberg, LA 04331",0,2,2024-05-24,8,True,True,(458)878-7476x85193,Shop_8,False,False,False,1,False,1.2984729907829948,0.060493000000000005,0,0
487ff5ba-fcfe-4bf1-b3f8-8cc0421b1f6a,6726.7,2018-10-09,Theft,Carjacking,1009.73,2462,500000,1000,2018-10-01,33e0db2a-f04b-44ff-8930-43f372b0e713,23,Salesperson,"967 Gregory Trail
Michaelmouth, PR 83274",0,3,2018-10-12,8,True,True,001-217-710-0357,Shop_20,False,False,False,0,False,6.661879908490389,0.013453399999999999,0,0
5a7284a2-25ba-4795-a2a8-76d76d58bf63,6677.43,2024-07-23,Theft,Carjacking,2123.15,1157,500000,2500,2022-04-28,3a0761d9-0624-4bdf-b96c-8f79e983c62e,63,Construction Worker,"08481 Mallory Cove
Curtischester, FL 00659",5,1,2024-07-24,3,True,False,474.729.6717x56551,Shop_15,False,True,False,5,True,3.1450580505381156,0.013354860000000001,0,1
1728e0f6-840e-447b-aa6f-48bb2baa7981,839.03,2025-01-30,Personal Injury,Assault,3937.03,2036,500000,1000,2019-12-01,a3f02d59-1815-48e5-9708-96f4def7c3bc,20,Salesperson,"740 Rebecca Union Suite 595
Hendersonmouth, MN 74593",1,2,2025-02-01,8,False,True,507.783.7318,Shop_9,False,False,False,0,False,0.2131124223081866,0.0016780599999999999,0,0
e3d6f86e-f818-4871-a730-8128d32ab0f6,23128.62,2025-01-17,Property Damage,Hail damage,1743.02,457,50000,500,2024-03-28,0cc7754d-5fcb-495b-b714-00c3ee371cff,62,Lawyer,"9208 Stark Harbors Apt. 132
Christyland, PW 74415",0,1,2025-01-18,10,False,True,2112546175,Shop_16,False,False,False,0,False,13.269279755826094,0.4625724,0,0
37d6a7c1-73de-4e86-b997-125f39987c56,20345.06,2025-03-29,Fire,Arson,2187.4,1601,50000,500,2021-02-08,9e99c455-58c3-42ea-b749-c21dcc31f7c4,24,Office Manager,"09631 Kimberly Bypass
Sanchezland, MO 51613",1,3,2025-04-01,8,True,True,501-203-8006x19587,Shop_20,False,False,False,0,False,9.301024046813568,0.4069012,0,0
03208c1b-4270-410e-ac01-03a5d6ad4e6f,9839.55,2025-05-26,Property Damage,Vandalism to vehicle,3309.09,1670,500000,250,2020-12-01,f47c1797-5b8f-4909-a174-496e964e3cf5,62,Unemployed,"12738 Mercedes Shores
South Franciscobury, MD 62121",0,0,2025-05-26,8,False,True,9194154260,Shop_20,False,False,False,1,False,2.9734912015085717,0.019679099999999998,0,0
6fe52124-d08d-40a1-bfaa-247d6bea0229,17337.86,2023-03-04,Bodily Injury,Concussion,1796.09,884,250000,250,2023-01-26,ffcc83b0-89fc-423d-b639-d0d35e7be4cd,23,Self-employed,"233 Rivera Crescent
Joshuafort, NM 53567",0,0,2023-03-04,8,False,False,800-400-5911,Shop_1,False,False,False,0,False,9.653113151345423,0.06935144,0,0
49af15cf-4941-487b-823b-b6b5f9cc7f81,10538.17,2023-11-05,Property Damage,Vandalism to vehicle,2909.68,2935,100000,250,2017-06-15,a06deaba-a2ab-4aed-83f8-279395c047e7,67,Retail Worker,"30002 Gomez Lodge Suite 533
Seanhaven, MI 18357",1,14,2023-11-19,8,False,False,204.814.5056x337,Shop_5,False,False,False,0,False,3.621762530587556,0.1053817,0,0
f9b30d7e-9d50-4d72-91ed-d06f8594f46e,15700.52,2023-04-30,Personal Injury,Dog bite,809.09,2805,500000,500,2017-10-23,a8a038b2-1144-42a7-8cfc-67441c3d4db4,43,Doctor,"8240 Linda Key
North Shannon, IL 71237",0,0,2023-04-30,9,True,True,833.924.7152x589,Shop_4,False,False,False,1,False,19.40515888220099,0.03140104,0,0
812faa38-96f6-4c09-859c-1ba0bbec721d,215.91,2018-10-26,Fire,Arson,1430.83,2483,100000,250,2018-09-10,3610901c-2196-43b5-bc21-109bba27bc64,29,Construction Worker,"8985 Barron Dale Suite 753
Port Richard, IN 29903",0,23,2018-11-18,4,True,False,(215)306-4890,Shop_4,False,False,False,2,True,0.15089842958282956,0.0021591,0,0
28ddf5b6-39f7-47c0-8745-caf6d346dbe0,13246.22,2024-12-11,Bodily Injury,Concussion,4368.15,554,100000,1000,2023-12-22,a09982dc-fdd5-4643-a488-a22449933e83,30,Lawyer,"68178 Choi Vista
Gonzalezmouth, OH 13807",2,1,2024-12-12,9,True,True,765-679-6284x54465,Shop_16,False,False,False,0,False,3.032455387292103,0.1324622,0,0
2f174347-c93f-40fe-8b17-ba328e0390b3,8293.8,2022-06-12,Bodily Injury,Back injury,1256.13,1296,25000,1000,2021-12-10,e4527b17-a714-48e0-9220-cb708ab5134d,28,Engineer,"53150 Karen Square
West Ellen, ME 90613",1,1,2022-06-13,10,True,True,556-414-1784x37601,Shop_2,False,False,False,0,False,6.602660552649804,0.331752,0,0
3fbefe33-fae2-44a8-a475-2fa70d3069bf,422499.49,2017-03-01,Personal Injury,Assault,1184.23,3113,500000,500,2016-12-19,ca6628a8-df96-448a-853b-37f5220a69d3,28,Retail Worker,"809 Burns Creek
Natashaport, IA 08093",2,30,2017-03-31,4,True,False,681.405.9551,Shop_2,True,False,True,2,True,356.77148020232556,0.84499898,0,0
d29f222c-16ab-45a3-b76f-c9b9cc16687d,8534.27,2023-12-26,Collision,Rear-ended at traffic light,2820.76,876,500000,500,2023-02-03,2d102257-171a-45ed-8021-b7c1936c8334,36,Teacher,"44029 Yolanda Mews
West Dawn, WY 03391",0,2,2023-12-28,10,True,True,+1-205-225-7959,Shop_14,False,False,False,0,False,3.025521490662091,0.01706854,0,0
0548f398-1cfb-4d27-8ad5-e4d825c78629,20861.66,2023-05-06,Fire,Garage fire,2446.83,3318,500000,500,2016-05-28,00f62baf-bbf7-4876-aaa2-fb79aba35fcd,47,Unemployed,"67458 Steve Extension Suite 572
South Michael, NC 98211",0,0,2023-05-06,9,True,True,9635524482,Shop_7,False,False,False,0,False,8.525994858653851,0.04172332,0,0
844e2e8b-ff01-4ec6-9ec7-8f9ebed64914,44187.34,2025-06-03,Natural Disaster,Flood damage,1488.38,45,50000,5000,2025-05-14,82330e6e-b89c-46e9-9d39-b50542696d14,47,Salesperson,"7422 Catherine Walks Suite 430
New Kevin, OR 02082",7,48,2025-07-21,9,True,True,(479)925-2985x8567,Shop_2,False,False,True,1,True,29.68821134387723,0.8837467999999999,1,1
5e7b6f56-1bb3-4fa6-83b9-190d082cc6b6,11822.85,2025-01-28,Natural Disaster,Hurricane damage,1144.07,425,100000,5000,2024-04-29,376647ee-3e0f-48f0-96f7-4302d0a5ee79,51,Engineer,"256 Davis Rapid
South Paigestad, TN 38713",0,1,2025-01-29,9,False,True,+1-611-630-0105x89911,Shop_15,False,False,False,0,False,10.334026764096603,0.1182285,0,0
8d7cf0c2-597a-44c4-9f75-047ef77c2763,36898.03,2024-04-19,Theft,Carjacking,4112.36,1404,250000,250,2021-08-24,5de14440-8951-42a5-a502-5d89dc570f3f,24,Teacher,"4741 Ferguson Wells
Taylormouth, FL 31668",0,1,2024-04-20,8,True,False,3958794758,Shop_14,False,False,False,0,False,8.972470795358383,0.14759212,0,0
b9dcc556-c01f-4d20-ac78-a746f5388bb7,11277.93,2023-01-21,Theft,Vehicle stolen from parking lot,4630.5,1223,50000,5000,2022-02-21,5fcd1354-ee02-4650-b18d-9d1ccf90656d,18,Engineer,"PSC 9951, Box 2174
APO AP 40912",1,1,2023-01-22,9,True,True,001-536-951-8370x4702,Shop_12,False,False,False,0,False,2.4355749919015226,0.2255586,0,0
d91f51ed-8be3-4751-8d17-5631fa1b2883,24788.58,2023-07-29,Collision,Hit parked car,653.29,1843,500000,1000,2020-06-11,4eaa8d19-65bf-4271-8d32-5e403ebbd0b4,61,Salesperson,"2382 Rice Glens Suite 967
Harrisonport, OK 69499",0,0,2023-07-29,7,False,True,888.273.8129x4657,Shop_19,False,False,False,0,False,37.94422079015445,0.04957716,0,0
53c30433-1e41-461d-957d-4de30b005de3,25071.33,2022-07-09,Fire,Arson,2510.92,1464,250000,5000,2021-06-25,16db34c3-1051-4583-9216-89143ebe07ba,55,Lawyer,"269 Smith Via Apt. 251
Morganbury, IN 66553",2,1,2022-07-10,9,True,True,001-871-603-0000x1807,Shop_6,False,False,False,1,False,9.984917878705813,0.10028532000000001,0,0
62e737db-c299-48ba-b92f-0b231eb8a109,9868.04,2024-07-26,Collision,Hit parked car,3075.57,787,50000,5000,2023-05-03,9301693f-6b27-4c7b-9b22-1bceb43360b0,72,Construction Worker,"080 Nelson Estates
Valenzuelafurt, NH 20655",0,0,2024-07-26,10,False,True,5952393492,Shop_17,False,False,False,0,False,3.2085239484063117,0.19736080000000003,0,0
07fe2594-5586-40c5-a938-b75ad6900b64,15191.48,2022-06-29,Property Damage,Vandalism to vehicle,3489.64,2528,100000,1000,2018-07-27,563f2c36-0f21-4267-9ae6-91c9219f510c,51,Lawyer,"Unit 9997 Box 9896
DPO AP 55560",0,2,2022-07-01,9,False,True,(572)382-3608x3523,Shop_8,False,False,False,0,False,4.353308650749074,0.1519148,0,0
d04d9ee2-5225-4ff0-8e61-f683fd0b4507,20725.83,2024-04-19,Collision,Intersection accident,625.36,3037,100000,250,2017-03-05,a5e01c64-8bb5-4294-8826-bf52bbd14d97,47,Salesperson,"0472 Bailey Crossing Apt. 737
East Dustinmouth, FL 42694",2,0,2024-04-19,9,True,True,001-524-508-8609x6925,Shop_4,False,False,False,0,False,33.14223807087118,0.2072583,0,0
73510a42-6560-4ffe-abfe-a9ecd3a60eff,16150.26,2024-05-06,Bodily Injury,Back injury,4087.67,1132,250000,500,2022-05-23,cfd632ec-5bc1-4d0c-a9a3-d78639658ef7,29,Doctor,"79953 Anderson Roads
West Roberthaven, AK 60325",0,0,2024-05-06,6,True,True,265-629-8053x03610,Shop_19,False,False,False,0,False,3.950969623281723,0.06460104,0,0
5f9169ba-d53b-4f32-9622-6d028d0c83ef,21405.43,2023-08-24,Collision,Highway collision,4773.69,1803,500000,2500,2020-07-21,113de967-09f9-4f49-aace-542d42788f00,54,Doctor,"4162 Patrick Creek
West Katelynside, AK 30067",3,1,2023-08-25,6,True,True,001-529-979-5455x07588,Shop_12,False,False,False,0,False,4.4840427426163,0.04281086,0,1
a41c1b87-ed25-415e-8b42-8937842ba101,3693.85,2024-03-05,Collision,Highway collision,3376.07,660,500000,250,2023-09-07,d5e3c1a8-3ed2-49c7-98c2-41beb7779509,34,Construction Worker,"4622 Kathleen Fields
Guzmanshire, MA 62620",0,0,2024-03-05,7,False,False,(299)491-2028,Shop_10,False,False,False,0,False,1.0941271952299567,0.0073877,0,0
a0154d65-91ed-454a-bfae-ef01a8290f3c,9784.9,2024-09-13,Collision,Hit parked car,1592.07,367,25000,250,2024-06-26,86b4852c-3170-46b9-b080-7a5d62a50eec,75,Teacher,"USS Garcia
FPO AE 70186",6,0,2024-09-13,3,False,False,809-332-4808,Shop_3,False,True,True,5,True,6.146023730112369,0.39139599999999997,0,1
14b3f352-6d6a-43cb-af99-180750a2c011,8548.8,2024-08-26,Fire,Garage fire,3566.06,354,100000,2500,2024-07-09,160f79f3-a82d-4a46-90f7-d4e7fb26699f,61,Engineer,"58011 Villegas Ridge
Port Steven, AS 14815",0,2,2024-08-28,9,False,True,001-805-737-0923x0071,Shop_9,False,False,False,0,False,2.397267572615155,0.085488,0,0
d3c25e47-948c-4add-8937-c3d8ff889a79,16417.17,2023-06-13,Theft,Break-in theft,1633.64,1649,250000,2500,2020-12-22,2bc9ba8f-2eb5-473b-a5cb-147583b0f80e,51,Lawyer,"56820 William Brooks
Davidsontown, PA 66238",0,0,2023-06-13,8,True,False,(752)610-9423,Shop_19,False,False,False,0,False,10.049441737469698,0.06566868,0,0
57e6b57d-57a4-4a48-aee9-e5ffadb52717,10499.87,2025-01-17,Personal Injury,Assault,3945.46,241,500000,2500,2024-10-30,0493dc72-65c1-4f4b-9bf4-a238027e6b8c,20,Unemployed,"2729 Parker Highway
Port Charlesland, NE 08767",0,0,2025-01-17,10,False,True,+1-498-484-0694,Shop_8,False,False,False,0,False,2.661253694119317,0.020999740000000003,0,0
797c0994-7ff6-439f-94ac-c73200eb795e,9134.69,2024-03-28,Collision,Rear-ended at traffic light,808.57,882,25000,250,2023-01-28,61561edf-8d2e-40fc-9a21-e62d488be9a1,24,Construction Worker,"1867 Snyder Extension
Andersonshire, OK 67007",1,3,2024-03-31,8,False,True,(356)222-1714x674,Shop_16,False,False,False,0,False,11.297339747950085,0.36538760000000003,0,0
64179ff7-b93d-4525-9d89-58ce4c5bba78,9241.82,2024-09-14,Natural Disaster,Flood damage,4047.77,753,500000,500,2023-06-06,855df63b-5cf8-4709-8cc8-c5f70be29ae9,74,Accountant,"608 Cooper Trafficway
Port Lauraport, PA 86654",1,0,2024-09-14,9,True,True,481.644.9908x03586,Shop_20,False,False,False,0,False,2.283188026987699,0.01848364,0,0
6e737d10-5417-4638-8bb8-35c596e8fd00,28934.55,2024-05-17,Collision,Rear-ended at traffic light,3581.22,1636,500000,250,2021-01-04,e33b458e-9abb-4ed5-bcd3-e249d8fae7b9,29,Doctor,"757 Moore Hills
Elainestad, UT 72518",2,0,2024-05-17,9,False,False,819-213-3926x4268,Shop_2,False,False,False,1,False,8.079523179251764,0.0578691,0,0
df40ab5d-819a-4f42-ba51-f278e7b86544,18213.57,2024-08-05,Collision,Highway collision,3462.66,616,500000,5000,2023-10-21,d56f403a-33a7-4b68-bbd3-f06681971c92,74,Construction Worker,"4293 Laura Skyway
Jessicaville, LA 26551",0,1,2024-08-06,6,False,True,001-616-974-2895x4058,Shop_8,False,False,False,0,False,5.2599937620211055,0.03642714,0,0
e8920b25-ab35-475a-a433-66c97d3d6b72,36004.64,2025-04-29,Bodily Injury,Concussion,3793.57,92,50000,250,2025-03-28,1f3ec572-1527-42ac-9ddb-4f151eb85863,33,Doctor,"01367 Watts Extensions Suite 176
Cynthiamouth, MN 02021",4,0,2025-04-29,2,False,False,(903)985-9770x34824,Shop_3,False,True,False,2,True,9.490964974944445,0.7200928,0,1
67fad381-7f0d-468c-b0f8-35cdca854e7d,24191.54,2020-07-20,Natural Disaster,Hurricane damage,4327.75,1915,500000,5000,2020-03-31,d3d4297d-c54b-4323-9d90-14f55c259f06,57,Nurse,"7270 Salazar Throughway Suite 018
Hernandezchester, RI 53117",0,2,2020-07-22,7,False,True,978.487.1308x4839,Shop_13,False,False,False,0,False,5.5898654035006645,0.04838308,0,0
b6b9e1ae-d3d1-4cfb-82b2-00f70f00de69,14033.76,2022-08-10,Natural Disaster,Flood damage,1641.08,1799,50000,500,2020-07-25,5fb0fc72-328e-469b-b12f-a07287505283,41,Office Manager,"808 Hall Loaf Apt. 261
Lake Richard, ID 75814",0,1,2022-08-11,10,True,True,+1-436-877-7639x857,Shop_20,False,False,False,1,False,8.551539230262998,0.2806752,0,0
7a33e626-2ee4-4b9d-82da-33fdc15b25f2,599.49,2024-09-06,Theft,Catalytic converter theft,2368.39,3153,25000,500,2016-11-09,bcb00cfc-55d8-4fa3-bed9-c236bc595860,61,Office Manager,"08439 Winters Summit Apt. 820
East Emilyview, AZ 82063",0,2,2024-09-08,9,True,False,001-817-732-0310x6664,Shop_13,False,False,False,0,False,0.2531213187017341,0.0239796,0,0
